Date,Screen Name,Full Name,Tweet Text,Tweet ID,App,Followers,Follows,Retweets,Favorites,Verified,User Since,Location,Bio,Latitude,Longitude,Profile Image,Google Maps
10/10/2016 16:21:45,z5_la,paLaZ5NCmbert,RT @senmiriam: Senator Miriam Defensor Santiago died peacefully today at 8:52 a.m. Details of the interment will be announced later. (1/2),785515673275498497,Twitter Web Client,3,0,10632,0,No,10/09/2016 17:16:36,,,,,"=HYPERLINK(""http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png"", ""View"")",
10/10/2016 16:08:29,taurean_tiger,Eleanor YAP-Manalo,WATCH: Children pay tribute to Miriam Defensor Santiago https://t.co/rzHdDBGEJW,785512333514866688,Facebook,36,128,0,0,No,07/01/2010 01:44:59,,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/2539454425/rkk1h5080155u1iqzr68_normal.jpeg"", ""View"")",
10/10/2016 15:58:43,karlzulueta,Karl Zulueta,RT @cnnphilippines: Relive some of the most memorable pick up lines of Senator Miriam Defensor Santiago. https://t.co/V09Zb6tKlf #RIPMiriam…,785509876940230656,Twitter for iPhone,468,372,296,0,No,01/21/2012 01:21:02,Instagram: karlgzulueta,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/611946553461182464/pU9gbweJ_normal.jpg"", ""View"")",
10/10/2016 15:58:26,zendalljenner,Ging Ging Hadid,"Minsan naisip ko talagang maging Miriam Defensor Santiago. If I was that strong, bold, and smart; I'd probably slapped hundred pips by now.😂",785509806471643136,Twitter for Android,127,468,0,0,No,11/22/2009 06:45:11,Earth,Miracles do happen even in your deepest crestfalleness.,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/764519531255517184/-GdmSm7Z_normal.jpg"", ""View"")",
10/10/2016 15:22:48,debsdevs,nieves solanna,RT @Senyora: Maraming Salamat Sen. Miriam Defensor Santiago. Nagluluksa ang buong Pilipinas 😔,785500838718377984,Twitter for iPhone,1772,4226,5076,0,No,04/27/2014 03:52:23,Neverland☄,Knoxx's Riguel's Percival's Lienzo's,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779477217331990528/DbNsmtSS_normal.jpg"", ""View"")",
10/10/2016 15:03:46,nerishcst,Nerish Eimereen 🌻,"""I will never quit..
I will never stop..
I will never withdraw!""
—Miriam Defensor Santiago",785496049838280704,Twitter for Android,816,626,0,0,No,07/21/2015 10:44:06,,Proverbs 31:25 ❤,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/785494291132977153/v8GfwVsP_normal.jpg"", ""View"")",
10/10/2016 14:33:06,elileymanasan,ㅤ,"Kung wala kang masagot sa exam, isulat mo ""MAGMAHAL"" dahil wala naman mali sa magmahal. -Sen. Miriam Defensor Santiago  🙏💕",785488330909704196,Twitter for Android,946,396,0,1,No,01/22/2013 13:20:39,rácr • jai,"I'm the girl, you'll never be! •folka •TRUST NO ONE 👌 •m o o d y 😢",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/785480911907352576/Y3r7aKVr_normal.jpg"", ""View"")",
10/10/2016 14:08:27,CarlaRaeJepsens,Carla Mae Maximo,RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…,785482127936598016,Twitter for Android,186,70,523,0,No,10/18/2013 05:39:51,Pilipinas,"If others can,why can't you?! GOD BLESS! :-)",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/729956479420145664/TU7GbRJz_normal.jpg"", ""View"")",
10/10/2016 13:45:27,leiganders,LEI✨,"RT @gillymarasigan: ""If I could go back in time, di ko ibubuhos ang oras ko sa pag-aaral."" -Miriam Defensor Santiago",785476338467479553,Twitter for iPhone,73,194,2,0,No,07/31/2016 05:56:01,volleyball,Student📚 // Athlete🏐 // Nigguh👸🏾 //,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/785132760398639104/6y4zRoZL_normal.jpg"", ""View"")",
10/10/2016 13:27:38,bosespagbabago,Beaware2016,RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…,785471856081981440,Twitter for iPhone,17,28,523,0,No,07/22/2015 11:29:19,,( Bagong Acct. ) Mission: Ipa-alam sa mga kababayang Pilipino na tayo lang ang pag-asa sa pagbabago ng Pilipinas. Wag maging ignorante. Alamin ang nangyayari,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/624141638089084928/8FWZUdmD_normal.jpg"", ""View"")",
10/10/2016 13:24:39,CeletariaAngel,Angel celetaria 😝,"RT @StarCinema: Ating balikan ang 'di malilimutang istorya ng buhay ng ""Iron Lady of Asia,"" Miriam Defensor-Santiago, bukas sa #MMK… https:…",785471104299040768,Twitter for Android,72,422,74,0,No,01/31/2016 09:02:49,"Rizal, Calabarzon","Pretending that I don't care anymore 
but the truth is it hurts 💔
my mcris heart😭💔❤

Maris racal 
SHARLENE _SANPEDRO 
NASHLENE ❤ SHARQUIN 
Sophia Corine 👯❤",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/778484103737806848/5qNXw_Dj_normal.jpg"", ""View"")",
10/10/2016 13:04:29,Elcid_Cinco,Eliseo Cinco III,President Rodrigo Duterte wake visit to the Late Senator Miriam Defensor-Santiago 10/2/2016 https://t.co/9EYpSkgq3Z,785466028398632960,IFTTT,953,2001,0,0,No,06/03/2010 07:45:13,"Quezon City, Philippines",https://t.co/ElfY6a92YR . https://t.co/XatulojyiR . https://t.co/0MuatzTJnW . https://t.co/FKagjbWOFx,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/770968778112774144/7VqbBA0O_normal.jpg"", ""View"")",
10/10/2016 12:55:45,mapp_ph,MApp PH,"We're third on the list! Read up and find out what #MAppPH is all about.

https://t.co/0EB6VdGHDQ",785463833678663680,Twitter for Android,28,48,0,0,No,08/09/2016 05:07:42,Republic of the Philippines,"We aim to outsmart motherhood in a tap by getting you to places, giving you significant information, and a whole lot of momma-loving support!",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/762879875250163720/sRZ-kOJ4_normal.jpg"", ""View"")",
10/10/2016 12:54:07,iamanyella,iamanyella,"Senator Miriam Defensor Santiago, thank you for serving the Filipino People. Mabuhay po kayo!",785463419755302915,Twitter for Android,19,113,0,0,No,11/27/2015 12:10:14,Taguig City,This is my unfiltered life.,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/761952762548531204/zno8rrtF_normal.jpg"", ""View"")",
10/10/2016 12:40:48,junebride31,jean beltran,Words of Faith by the late Senator Miriam Defensor Santiago https://t.co/3zqZbQYiMZ via @bitlanders,785460071740256256,Twitter Web Client,289,280,0,1,No,05/23/2009 01:57:12,"Cebu, Philippines",scrapbook lover | blogger | aspiring photographer | tech support rep,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/1900469698/iturned24_normal.jpg"", ""View"")",
10/10/2016 11:29:06,Cinco_Windsor,Eliseo Cinco III,Liked on YouTube: President Rodrigo Duterte wake visit to the Late Senator Miriam Defensor-Santiago 10/2/2016 https://t.co/qTBRWmHNuM,785442027668398080,IFTTT,182,354,0,0,No,09/18/2016 16:59:30,"Quezon City, National Capital ","https://t.co/DPbHAhEPrz , https://t.co/H8zse097ri , https://t.co/XatulojyiR .I'm a Martial Artist and Mystic ignoring the world.",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/783671816275439621/IAi2dmzI_normal.jpg"", ""View"")",
10/10/2016 11:23:58,Elcid_Cinco,Eliseo Cinco III,I liked a @YouTube video https://t.co/Ir8xJ3rSMS President Rodrigo Duterte wake visit to the Late Senator Miriam Defensor-Santiago,785440734824505344,Google,953,2001,0,0,No,06/03/2010 07:45:13,"Quezon City, Philippines",https://t.co/ElfY6a92YR . https://t.co/XatulojyiR . https://t.co/0MuatzTJnW . https://t.co/FKagjbWOFx,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/770968778112774144/7VqbBA0O_normal.jpg"", ""View"")",
10/10/2016 11:12:54,ItsArianParker,Arian Parker,"Kakapanood lang ulit ng MMK sa YT, R.I.P
Miriam Defensor Santiago #MMKSenatorMiriam",785437949131313153,Twitter for Android,1,2,0,0,No,10/08/2016 11:16:30,,// Arts // Music // Adventure // Cooking // Baking //Games // Lifestyle // DIYs // Book Lover // Dog lover // More ( *peace* ),,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784721092430614530/yRALBXro_normal.jpg"", ""View"")",
10/10/2016 11:01:24,tattdsmol,bea,RT @BuzzFeedPH: 14 Times Miriam Defensor-Santiago Was Your Spirit Human https://t.co/KT1pDgNx2S https://t.co/MJL8SxKFXr,785435054096863232,Twitter for iPad,2469,930,57,0,No,02/06/2013 11:13:24,long haired louis ya all,where do you wanna sit @seabasstrash,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/783635455661137925/TxWonq2B_normal.jpg"", ""View"")",
10/10/2016 10:42:06,viademesa,Via De Mesa,"RT @LadySponsors: The USTHCOLS mourns for the loss of such an impeccable lady, Sen. Miriam Defensor-Santiago. https://t.co/K6p2JgPqqZ",785430199227682816,Twitter for iPhone,145,102,14,0,No,07/27/2009 02:20:36,Pilipinas,#beachbabe #pastrychefintern #showersinger #inlovewithlife #savedbygracethroughfaith #foreveryoung,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/618115863531491328/a5IR6nn1_normal.jpg"", ""View"")",
10/10/2016 09:47:02,MetroCebuNews,MetroCebuNews Online,"Who Am I and What Really #Matters in #Life?

With the passing away of #Miriam Defensor #Santiago at the age of 71... https://t.co/iyvPFZd4nw",785416340773466112,Facebook,469,3,0,0,No,03/14/2013 03:10:08,Cebu City,A Social News Portal in Cebu,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/644055248919592960/DZhG_6fL_normal.png"", ""View"")",
10/10/2016 09:14:56,toni_powers,Toni Trillana Powers,"""This is goodbye. I shall not importune you any longer. I shall fade into the dark like Batman."" - Sen. Miriam Defe… https://t.co/qx28A3R1ew",785408264087359488,Twitter for iPad,3762,548,0,0,No,06/01/2009 04:56:57,"Manila, Philippines",Fil|Educator|Events host/coordinator|Bosconian|Unstoppable|Foodie|Traveller|Leo|Catholic|UPDiliman|PUPian|Phil 4:13|#SupremeEmcee|Son of GOD♌️,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/736964478391058432/nuQ_3SUe_normal.jpg"", ""View"")",
10/10/2016 08:06:09,xanniecabillan,Xanniestar28,"Minsan gusto ko nalang mag give up sa love eh, kasi sa panahon ngaun coconut oil nalang ang virgin... 😅😅😅 -Miriam Santiago Defensor",785390950499528704,Twitter for iPhone,99,87,0,0,No,10/01/2013 07:36:03,Philippines,God is limitless..i love life! i dream and i conquer!. i love what i do =D I AM A HISTORY MAKER!,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/785498296525520897/S4IG1cmQ_normal.jpg"", ""View"")",
10/10/2016 07:38:03,gillymarasigan,Gillian Marasigan,"""If I could go back in time, di ko ibubuhos ang oras ko sa pag-aaral."" -Miriam Defensor Santiago",785383878764527616,Twitter for Android,73,93,2,3,No,09/24/2016 07:58:31,,"The Lord is with me;
I will not be afraid.",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/782558121533112320/X_ZuiDdU_normal.jpg"", ""View"")",
10/10/2016 07:18:34,mitchy1223,Mitch gatma,Miriam Defensor Santiago is the exact opposite of Sen De lima. MDS is full of principles n dignity.while D5 is full of.... #HouseHearing,785378975686078464,Twitter for Android,104,110,0,4,No,05/29/2011 05:04:46,philippines,be kind to everyone.value everything you have,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/785107269595729920/xoWTrQIH_normal.jpg"", ""View"")",
10/10/2016 06:38:26,NSNdanieng,Daniel Chua,I miss you na Miriam Defensor-Santiago!!!😔😍☺✌❤,785368876871655424,Twitter for Android,4,22,0,1,No,10/08/2016 11:01:34,Angeles City,Single xx Gods Property xx Loving xx Truthful xx Intelligent xx and more....,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/785575147168161792/_BsU31vC_normal.jpg"", ""View"")",
10/10/2016 05:25:51,GraceMajasty,grace ( #OnLy MAJa),"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785350612787396610,Twitter for Android,170,454,26,0,No,10/05/2015 13:59:22,Muntinlupa City,"simPLe and happy person
super Love c mAJa..At Lahat na konektado xa!!",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/775766317248811008/N7mRxuhG_normal.jpg"", ""View"")",
10/10/2016 05:25:47,GraceMajasty,grace ( #OnLy MAJa),"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785350595901128704,Twitter for Android,170,454,17,0,No,10/05/2015 13:59:22,Muntinlupa City,"simPLe and happy person
super Love c mAJa..At Lahat na konektado xa!!",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/775766317248811008/N7mRxuhG_normal.jpg"", ""View"")",
10/10/2016 05:25:45,GraceMajasty,grace ( #OnLy MAJa),"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785350585658716161,Twitter for Android,170,454,12,0,No,10/05/2015 13:59:22,Muntinlupa City,"simPLe and happy person
super Love c mAJa..At Lahat na konektado xa!!",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/775766317248811008/N7mRxuhG_normal.jpg"", ""View"")",
10/10/2016 04:20:26,JodelDacara,Jodel Dacara,Because MDS | 14 Inspirational Times Miriam Defensor-Santiago Was Your Spirit Human https://t.co/FazAUyoxC2 via @buzzfeed,785334147346604032,Twitter Web Client,183,420,0,0,No,08/12/2009 07:25:12,Manila,"Filipino. Development worker. Membership Engagement and Capacity Development Officer, @csopartnership_ | Views and opinions mine",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/745222965248294912/Bq4CJ08__normal.jpg"", ""View"")",
10/10/2016 04:12:30,author_seph,J. G. Elas,"In between these Senate hearings and senseless questions, I miss the late Sen. Miriam Defensor-Santiago.",785332153928200192,Twitter for iPhone,570,434,0,2,No,05/21/2014 10:18:56,Republic of the Philippines,Filipino Blogger. Indie Author. Free Thinker. Zamboangueño.,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/785066799448461312/XIKwk2ZI_normal.jpg"", ""View"")",
10/10/2016 03:50:45,wardiflex,Eduardo Balespin,I added a video to a @YouTube playlist https://t.co/EA4Zn4vY9L REMEMBERING FORMER SENATOR MIRIAM DEFENSOR SANTIAGO DIES AT AGE 71 -,785326679552094208,Google,19,28,0,0,No,07/20/2012 02:10:23,,"i luv music, dancing and singing...",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/2414034895/252267_479201782095328_1200943448_n_normal.jpg"", ""View"")",
10/10/2016 03:43:36,AnnJonacel,Jonacel Ann Bagunas,"RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. 👌
#MMKSenator…",785324880052891648,Twitter Web Client,127,135,634,0,No,12/24/2014 12:11:07,,"beautiful , sexy , intelligent , cute , charming and gorgeous.
But unfortunately that's not me .",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/782200834683604993/UE8DCvtg_normal.jpg"", ""View"")",
10/10/2016 02:30:02,imzulurbano,zul urbano,"RT @Brigada_GNTV: Tulad ng kaniyang mga hindi malilimutang linya, si Sen. Miriam Defensor-Santiago ay mananatiling buhay sa puso ng bawat P…",785306365019291648,Twitter for Android,7,78,2,0,No,01/10/2016 18:10:15,,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/752621875428073472/50EtuHz8_normal.jpg"", ""View"")",
10/10/2016 02:14:43,FabulousRM,♬R.M Marcelo♬,RT @showbiznest: Sen. Miriam Defensor-Santiago found Dead according to husband Jun Santiago. Read report at https://t.co/4WnSltyNWI #RIPMir…,785302509317296129,Twitter for iPhone,497,262,1,0,No,06/30/2010 04:34:30,"Manila, Philippines",Happy go lucky! ⛵ #Travel #Foodie #Fashion #Event #Correspondent IG: FabulousRM,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/513669604535586818/Qj1axvgD_normal.jpeg"", ""View"")",
10/10/2016 02:04:23,Alyyyynrheyn,kudos,"RT @jiangenovana: Sen. Miriam Defensor-Santiago's life story should definitely be a film, in the style of Whiplash.",785299909540925440,Twitter for Android,3475,2720,13,0,No,07/11/2014 08:48:15,♡,la vie est belle,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/716840543196581888/C3p7kfa9_normal.jpg"", ""View"")",
10/10/2016 01:27:05,ItsKarlLovin,LOVIN,RT @justfenech: Saludo kami sayo Sen. Miriam Defensor Santiago. You have been a brilliant example of women empowerment. #MMKSenatorMiriam,785290523107930115,Twitter for Android,312,789,140,0,No,06/16/2014 10:11:28,,"let them talk and talk and talk, let them say what they want.",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/782832794355380224/nJysedM__normal.jpg"", ""View"")",
10/10/2016 00:47:06,mydarlingkimmy,Kamille,15 Reasons Why Miriam Defensor-Santiago is a Bad-Ass Sister : Sister Secrets Blog https://t.co/v0bU5q3t71,785280459815149568,Twitter Web Client,460,178,0,0,No,06/12/2012 15:24:28,"Olongapo City, Philippines",Life goes on ❤ Daddy's Girl | Happy Soul | Dreamer | Traveler | Foodie | Budding photographer | Aspiring chef | Frustrated singer and dancer,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/734928690857967618/uw1ZEK0l_normal.jpg"", ""View"")",
10/10/2016 00:33:54,rinoc14,Rino Caballero,"""We should vote for someone who is competent and has moral excellence."" ~campaign speech of Sen.Miriam Defensor Santiago(+) on May 6, 2016",785277139738251264,Twitter Web Client,2,1,0,0,No,10/09/2016 11:51:24,,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/785267585277231104/2fl8TmRX_normal.jpg"", ""View"")",
10/09/2016 23:37:00,bellagoncero,IMDRUNKILOVEYOU,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785262820321394688,Twitter for Android,263,1145,26,0,No,04/13/2013 12:51:34,,paumaj is love,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779736647877263360/WZT9WoTF_normal.jpg"", ""View"")",
10/09/2016 23:36:55,bellagoncero,IMDRUNKILOVEYOU,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785262800020971521,Twitter for Android,263,1145,17,0,No,04/13/2013 12:51:34,,paumaj is love,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779736647877263360/WZT9WoTF_normal.jpg"", ""View"")",
10/09/2016 23:36:52,bellagoncero,IMDRUNKILOVEYOU,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785262785504489472,Twitter for Android,263,1145,12,0,No,04/13/2013 12:51:34,,paumaj is love,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779736647877263360/WZT9WoTF_normal.jpg"", ""View"")",
10/09/2016 23:22:56,Gr6vN,nGr6vF6aham,"RT @sarkastikotasyo: Sabi ng isang genie. ""Mabubuhay lamang ulit si Madam Senator Miriam Defensor Santiago kung aalisin daw ang pangulo at…",785259281293664256,Twitter Web Client,7,0,1,0,No,10/08/2016 15:08:15,,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784922631434821632/kImd714t_normal.jpg"", ""View"")",
10/09/2016 23:11:31,AndyMaghupoy,Andy Sunnies,RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…,785256408233107456,Twitter for Android,136,509,523,0,No,07/08/2015 04:29:13,United Kingdom,#OneDirection /#NiallHoran,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/688217466527334400/oJZRPGXv_normal.jpg"", ""View"")",
10/09/2016 23:08:31,fuereu147,Blake_fuereu147,"RT @AndRayAKneeCoal: One of the bravest woman I know..
You will surely be remembered
RIP Miriam Defensor Santiago",785255652918714369,Twitter Web Client,9,0,1,0,No,10/07/2016 16:14:51,,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784452568932057090/U5dY-mmo_normal.jpg"", ""View"")",
10/09/2016 22:32:12,Bp7Ly,lyBp7D3rown,"RT @PhilstarNews: A quote from @senmiriam ""This is goodbye."" https://t.co/dhpH5iOJWN #RIPMiriamSantiago https://t.co/Ozo2rtTsif",785246511659642884,Twitter Web Client,5,0,480,0,No,10/08/2016 15:41:24,,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784922556289716228/AfyZhCjJ_normal.jpg"", ""View"")",
10/09/2016 22:09:15,jeanjeangatapia,iammajasalvador,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785240739349266433,Twitter for iPhone,328,70,12,0,No,06/21/2014 07:57:06,,"I just love Maja Salvador, that's it!!!! ❤️❤️❤️",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/783636887311228928/5otNci3C_normal.jpg"", ""View"")",
10/09/2016 22:09:12,jeanjeangatapia,iammajasalvador,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785240723800989696,Twitter for iPhone,328,70,17,0,No,06/21/2014 07:57:06,,"I just love Maja Salvador, that's it!!!! ❤️❤️❤️",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/783636887311228928/5otNci3C_normal.jpg"", ""View"")",
10/09/2016 22:09:03,jeanjeangatapia,iammajasalvador,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785240686668816385,Twitter for iPhone,328,70,26,0,No,06/21/2014 07:57:06,,"I just love Maja Salvador, that's it!!!! ❤️❤️❤️",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/783636887311228928/5otNci3C_normal.jpg"", ""View"")",
10/09/2016 20:52:25,jamiibearrr,dam,"""Only in trials can you communicate with God."" - Sen. Miriam Defensor-Santiago",785221403549118464,Twitter for iPhone,760,2024,0,0,No,03/29/2013 03:06:45,northern lights,Modern Mandalorian 💘 || 🏅🏅🏅🚵,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784019221076320257/Cq2VEsEq_normal.jpg"", ""View"")",
10/09/2016 20:40:21,behopeda,RDR_formaja,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785218366810324992,Twitter for Android,10,49,17,0,No,08/16/2016 03:36:54,,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/770116708363341825/NchEDKJJ_normal.jpg"", ""View"")",
10/09/2016 20:40:16,behopeda,RDR_formaja,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785218345788383233,Twitter for Android,10,49,26,0,No,08/16/2016 03:36:54,,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/770116708363341825/NchEDKJJ_normal.jpg"", ""View"")",
10/09/2016 20:30:05,thtguymxoe_,Mxøeski 🐵,"RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. 👌
#MMKSenator…",785215781260800000,Twitter for Android,299,197,634,0,No,08/29/2010 07:28:35,,currently living in a dot on a global map,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/781970348673601536/VuWm-Qy1_normal.jpg"", ""View"")",
10/09/2016 19:57:52,runthelmarun,MAHA,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785207671829954561,Twitter for Android,325,179,12,0,No,01/13/2016 14:44:27,Ten Degrees,d e t a c h e d.,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/783621686553931776/d94rIh7B_normal.jpg"", ""View"")",
10/09/2016 19:57:49,runthelmarun,MAHA,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785207662048927744,Twitter for Android,325,179,17,0,No,01/13/2016 14:44:27,Ten Degrees,d e t a c h e d.,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/783621686553931776/d94rIh7B_normal.jpg"", ""View"")",
10/09/2016 19:57:46,runthelmarun,MAHA,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785207646613897217,Twitter for Android,325,179,26,0,No,01/13/2016 14:44:27,Ten Degrees,d e t a c h e d.,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/783621686553931776/d94rIh7B_normal.jpg"", ""View"")",
10/09/2016 19:23:42,Dianne5SOSPH,Dianne,RT @5SOSPHOfficial: RIP senator Miriam Defensor-Santiago 😞 thank you for being a true servant to this country and for standing up for what…,785199076111376389,Twitter for iPhone,12,12,84,0,No,08/15/2015 05:20:20,,@5sosphofficial twitter log :-) @asdfghjkldianne,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/686019190969401344/fjKCV_MK_normal.jpg"", ""View"")",
10/09/2016 19:21:01,mikohadoptante,mikoh,"RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. 👌
#MMKSenator…",785198399607889921,Twitter for Android,254,623,634,0,No,03/21/2015 11:24:34,Pasig City,"whatever you do, never run back to whatever broke you. IG: mikohadoptante",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/717529699820240897/L5YYGXvw_normal.jpg"", ""View"")",
10/09/2016 19:06:32,yamgishi,れだ 山岸,RT @bongbongmarcos: Our thoughts &amp; prayers to the family of Sen. Miriam Defensor Santiago https://t.co/7BPMj9TG9X RT #RIPMiriam https://t.c…,785194757014249472,Twitter for iPhone,993,2158,453,0,No,09/30/2014 18:25:55,,私は 優しいです あなたには優しいですか？,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784949285607444484/gGr8CWhD_normal.jpg"", ""View"")",
10/09/2016 18:45:12,chitolabor01,Mansueto P. Labor,"RT @Brigada_GNTV: Tulad ng kaniyang mga hindi malilimutang linya, si Sen. Miriam Defensor-Santiago ay mananatiling buhay sa puso ng bawat P…",785189387403419649,Twitter Web Client,16,136,2,0,No,02/06/2016 07:36:31,,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/695875483469115392/1xmTt0bm_normal.jpg"", ""View"")",
10/09/2016 17:42:58,Gib2H,hGib2Gsxson,"RT @anne_garfil: Rip to senator .miriam defensor santiago

 CONDOLENCE TO THE FAMILY",785173722852429824,Twitter Web Client,1,0,1,0,No,10/09/2016 06:08:47,,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/785148807591976962/TuFLyc4Y_normal.jpg"", ""View"")",
10/09/2016 17:19:54,PRRDNews,PRRD News,Senator De Lima susunod sa yapak ni Senator Miriam Defensor Santiago? Kayo na humusga!: https://t.co/AkfRzCxHdp via @YouTube,785167919160389632,Google,74,242,0,0,No,04/09/2013 10:00:50,Republika ng Pilipinas,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/739986296236449797/JoTWgX3e_normal.jpg"", ""View"")",
